Time,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
2018-09-07 14:37:26,wlp3s0,4.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:27,enp0s31f6,2411.00,982.00,3556.56,67.21,0.00,0.00,0.00,29.14
2018-09-07 14:37:27,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:27,wlp3s0,6.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:28,enp0s31f6,2205.00,885.00,3257.44,60.52,0.00,0.00,0.00,26.68
2018-09-07 14:37:28,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:28,wlp3s0,6.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:29,enp0s31f6,2369.00,958.00,3497.50,65.55,0.00,0.00,0.00,28.65
2018-09-07 14:37:29,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:29,wlp3s0,1.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:30,enp0s31f6,2406.00,970.00,3555.08,66.36,0.00,0.00,0.00,29.12
2018-09-07 14:37:30,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:30,wlp3s0,2.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:31,enp0s31f6,2317.00,946.00,3420.16,64.71,0.00,0.00,0.00,28.02
2018-09-07 14:37:31,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:31,wlp3s0,5.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:32,enp0s31f6,2255.00,914.00,3334.64,62.52,0.00,0.00,0.00,27.32
2018-09-07 14:37:32,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:32,wlp3s0,12.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:33,enp0s31f6,2404.00,968.00,3554.79,66.21,0.00,0.00,0.00,29.12
2018-09-07 14:37:33,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:33,wlp3s0,9.00,1.00,1.65,0.07,0.00,0.00,0.00,0.00
2018-09-07 14:37:34,enp0s31f6,2401.00,980.00,3552.91,67.00,0.00,0.00,0.00,29.11
2018-09-07 14:37:34,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:34,wlp3s0,4.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:35,enp0s31f6,2174.00,877.00,3216.40,59.97,0.00,0.00,0.00,26.35
2018-09-07 14:37:35,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:35,wlp3s0,4.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:36,enp0s31f6,498.00,215.00,704.96,20.20,0.00,0.00,0.00,5.78
2018-09-07 14:37:36,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:36,wlp3s0,15.00,0.00,2.65,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:37,enp0s31f6,2405.00,979.00,3555.77,66.97,0.00,0.00,0.00,29.13
2018-09-07 14:37:37,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:37,wlp3s0,8.00,0.00,2.01,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:38,enp0s31f6,2206.00,886.00,3261.01,60.59,0.00,0.00,0.00,26.71
2018-09-07 14:37:38,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:38,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:39,enp0s31f6,2363.00,951.00,3493.43,65.06,0.00,0.00,0.00,28.62
2018-09-07 14:37:39,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:39,wlp3s0,4.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:40,enp0s31f6,2405.00,971.00,3554.86,66.41,0.00,0.00,0.00,29.12
2018-09-07 14:37:40,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:40,wlp3s0,10.00,0.00,2.32,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:41,enp0s31f6,2312.00,923.00,3420.40,63.13,0.00,0.00,0.00,28.02
2018-09-07 14:37:41,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:41,wlp3s0,4.00,1.00,0.47,0.07,0.00,0.00,0.00,0.00
2018-09-07 14:37:42,enp0s31f6,2256.00,905.00,3334.81,61.91,0.00,0.00,0.00,27.32
2018-09-07 14:37:42,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:42,wlp3s0,6.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:43,enp0s31f6,2401.00,957.00,3552.91,65.43,0.00,0.00,0.00,29.11
2018-09-07 14:37:43,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:43,wlp3s0,1.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:44,enp0s31f6,2403.00,954.00,3554.72,65.25,0.00,0.00,0.00,29.12
2018-09-07 14:37:44,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:44,wlp3s0,6.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:45,enp0s31f6,2177.00,867.00,3220.27,59.30,0.00,0.00,0.00,26.38
2018-09-07 14:37:45,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:45,wlp3s0,4.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:46,enp0s31f6,2391.00,966.00,3534.26,66.08,0.00,0.00,0.00,28.95
2018-09-07 14:37:46,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:46,wlp3s0,6.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:47,enp0s31f6,2409.00,974.00,3556.27,66.65,0.00,0.00,0.00,29.13
2018-09-07 14:37:47,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:47,wlp3s0,5.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:48,enp0s31f6,2283.00,912.00,3378.57,62.36,0.00,0.00,0.00,27.68
2018-09-07 14:37:48,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:48,wlp3s0,2.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:49,enp0s31f6,2280.00,918.00,3372.96,62.78,0.00,0.00,0.00,27.63
2018-09-07 14:37:49,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:49,wlp3s0,5.00,1.00,1.02,0.07,0.00,0.00,0.00,0.00
2018-09-07 14:37:50,enp0s31f6,2404.00,971.00,3555.62,66.42,0.00,0.00,0.00,29.13
2018-09-07 14:37:50,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:50,wlp3s0,4.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:51,enp0s31f6,2392.00,959.00,3539.57,65.58,0.00,0.00,0.00,29.00
