Time,CPU,%user,%nice,%system,%iowait,%steal,%idle
2018-09-07 15:20:04,0,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:04,1,0.00,0.00,1.05,0.00,0.00,98.95
2018-09-07 15:20:04,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:04,3,0.00,0.00,0.99,0.00,0.00,99.01
2018-09-07 15:20:04,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:04,5,0.99,0.00,0.99,0.00,0.00,98.02
2018-09-07 15:20:04,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:04,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:05,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:05,1,0.00,0.00,1.03,0.00,0.00,98.97
2018-09-07 15:20:05,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:05,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:05,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:05,5,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:05,6,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:05,7,0.98,0.00,0.98,0.00,0.00,98.04
2018-09-07 15:20:06,0,0.98,0.00,0.98,0.00,0.00,98.04
2018-09-07 15:20:06,1,1.02,0.00,3.06,0.00,0.00,95.92
2018-09-07 15:20:06,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:06,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:06,4,0.00,0.00,0.99,0.00,0.00,99.01
2018-09-07 15:20:06,5,2.00,0.00,0.00,0.00,0.00,98.00
2018-09-07 15:20:06,6,0.00,0.00,1.00,0.00,0.00,99.00
2018-09-07 15:20:06,7,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:07,0,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:07,1,1.02,0.00,2.04,1.02,0.00,95.92
2018-09-07 15:20:07,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:07,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:07,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:07,5,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:07,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:07,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:08,0,1.96,0.00,0.00,0.00,0.00,98.04
2018-09-07 15:20:08,1,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:08,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:08,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:08,4,0.00,0.00,0.99,0.00,0.00,99.01
2018-09-07 15:20:08,5,1.98,0.00,0.00,0.00,0.00,98.02
2018-09-07 15:20:08,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:08,7,0.00,0.00,0.99,0.00,0.00,99.01
2018-09-07 15:20:09,0,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:09,1,0.00,0.00,1.04,0.00,0.00,98.96
2018-09-07 15:20:09,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:09,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:09,4,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:09,5,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:09,6,0.00,0.00,0.99,0.00,0.00,99.01
2018-09-07 15:20:09,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:10,0,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:10,1,0.00,0.00,1.04,0.00,0.00,98.96
2018-09-07 15:20:10,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:10,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:10,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:10,5,0.99,0.00,0.99,0.00,0.00,98.02
2018-09-07 15:20:10,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:10,7,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:11,0,1.98,0.00,0.00,0.00,0.00,98.02
2018-09-07 15:20:11,1,1.05,0.00,0.00,0.00,0.00,98.95
2018-09-07 15:20:11,2,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:11,3,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:11,4,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:11,5,4.00,0.00,1.00,0.00,0.00,95.00
2018-09-07 15:20:11,6,1.98,0.00,0.99,0.00,0.00,97.03
2018-09-07 15:20:11,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:12,0,1.96,0.00,0.00,0.00,0.00,98.04
2018-09-07 15:20:12,1,0.00,0.00,3.06,1.02,0.00,95.92
2018-09-07 15:20:12,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:12,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:12,4,0.00,0.00,0.99,0.00,0.00,99.01
2018-09-07 15:20:12,5,0.99,0.00,0.99,0.00,0.00,98.02
2018-09-07 15:20:12,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:12,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:13,0,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:13,1,1.02,0.00,1.02,0.00,0.00,97.96
2018-09-07 15:20:13,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:13,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:13,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:13,5,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:13,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:13,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:14,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:14,1,1.02,0.00,2.04,0.00,0.00,96.94
2018-09-07 15:20:14,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:14,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:14,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:14,5,2.00,0.00,0.00,0.00,0.00,98.00
2018-09-07 15:20:14,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:14,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:15,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:15,1,0.00,0.00,1.03,0.00,0.00,98.97
2018-09-07 15:20:15,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:15,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:15,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:15,5,1.01,0.00,0.00,0.00,0.00,98.99
2018-09-07 15:20:15,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:15,7,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:16,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:16,1,2.94,0.00,3.92,0.00,0.00,93.14
2018-09-07 15:20:16,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:16,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:16,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:16,5,0.99,0.00,0.99,0.00,0.00,98.02
2018-09-07 15:20:16,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:16,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:17,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:17,1,0.00,0.00,1.04,0.00,0.00,98.96
2018-09-07 15:20:17,2,0.00,0.00,0.00,2.00,0.00,98.00
2018-09-07 15:20:17,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:17,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:17,5,0.00,0.00,1.00,0.00,0.00,99.00
2018-09-07 15:20:17,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:17,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:18,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:18,1,0.00,0.00,2.06,0.00,0.00,97.94
2018-09-07 15:20:18,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:18,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:18,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:18,5,1.00,0.00,1.00,0.00,0.00,98.00
2018-09-07 15:20:18,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:18,7,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:19,0,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:19,1,0.00,0.00,1.05,0.00,0.00,98.95
2018-09-07 15:20:19,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:19,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:19,4,0.00,0.00,0.99,0.00,0.00,99.01
2018-09-07 15:20:19,5,1.00,0.00,0.00,0.00,0.00,99.00
2018-09-07 15:20:19,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:19,7,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:20,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:20,1,0.00,0.00,1.04,0.00,0.00,98.96
2018-09-07 15:20:20,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:20,3,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:20,4,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:20,5,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:20,6,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:20,7,0.99,0.00,0.00,0.00,0.00,99.01
2018-09-07 15:20:21,0,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:21,1,1.04,0.00,0.00,0.00,0.00,98.96
2018-09-07 15:20:21,2,0.00,0.00,0.00,0.00,0.00,100.00
2018-09-07 15:20:21,3,0.00,0.00,0.00,0.00,0.00,100.00
