Time,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
2018-09-07 15:26:07,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:07,wlp3s0,2.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:08,enp0s31f6,2403.00,964.00,3554.72,65.93,0.00,0.00,0.00,29.12
2018-09-07 15:26:08,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:08,wlp3s0,1.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:09,enp0s31f6,2313.00,934.00,3421.88,63.88,0.00,0.00,0.00,28.03
2018-09-07 15:26:09,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:09,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:10,enp0s31f6,2253.00,903.00,3332.36,61.76,0.00,0.00,0.00,27.30
2018-09-07 15:26:10,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:10,wlp3s0,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:11,enp0s31f6,2405.00,981.00,3556.52,67.12,0.00,0.00,0.00,29.14
2018-09-07 15:26:11,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:11,wlp3s0,4.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:12,enp0s31f6,2407.00,972.00,3555.97,66.50,0.00,0.00,0.00,29.13
2018-09-07 15:26:12,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:12,wlp3s0,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:13,enp0s31f6,2181.00,858.00,3222.69,58.69,0.00,0.00,0.00,26.40
2018-09-07 15:26:13,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:13,wlp3s0,16.00,1.00,2.81,0.07,0.00,0.00,0.00,0.00
2018-09-07 15:26:14,enp0s31f6,2388.00,956.00,3531.90,65.40,0.00,0.00,0.00,28.93
2018-09-07 15:26:14,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:14,wlp3s0,4.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:15,enp0s31f6,2405.00,965.00,3554.02,66.00,0.00,0.00,0.00,29.11
2018-09-07 15:26:15,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:15,wlp3s0,3.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:16,enp0s31f6,2291.00,919.00,3380.99,62.87,0.00,0.00,0.00,27.70
2018-09-07 15:26:16,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:16,wlp3s0,3.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:17,enp0s31f6,2283.00,919.00,3372.06,62.87,0.00,0.00,0.00,27.62
2018-09-07 15:26:17,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:17,wlp3s0,2.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:18,enp0s31f6,2403.00,957.00,3554.72,65.46,0.00,0.00,0.00,29.12
2018-09-07 15:26:18,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:18,wlp3s0,7.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00
2018-09-07 15:26:19,enp0s31f6,2392.00,956.00,3539.57,65.38,0.00,0.00,0.00,29.00
