Linux 4.15.0-33-generic (uspanzto20) 	09/07/2018 	_x86_64_	(8 CPU)

03:24:52 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:11 PM     all      0.00      0.00      0.63      0.00      0.00     99.37
03:25:11 PM       0      0.98      0.00      0.98      0.00      0.00     98.04
03:25:11 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:11 PM       2      0.00      0.00      1.00      0.00      0.00     99.00
03:25:11 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:11 PM       4      0.00      0.00      2.04      0.00      0.00     97.96
03:25:11 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:11 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:11 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:11 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:12 PM     all      0.25      0.00      0.25      0.00      0.00     99.50
03:25:12 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:12 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:12 PM       2      0.99      0.00      0.99      0.00      0.00     98.02
03:25:12 PM       3      0.99      0.00      0.00      0.00      0.00     99.01
03:25:12 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
03:25:12 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:12 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:12 PM       7      0.00      0.00      1.00      0.00      0.00     99.00

03:25:12 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:13 PM     all      0.38      0.00      0.38      0.12      0.00     99.12
03:25:13 PM       0      0.00      0.00      0.00      1.00      0.00     99.00
03:25:13 PM       1      0.99      0.00      0.00      0.00      0.00     99.01
03:25:13 PM       2      1.00      0.00      0.00      0.00      0.00     99.00
03:25:13 PM       3      0.00      0.00      0.99      0.00      0.00     99.01
03:25:13 PM       4      1.03      0.00      0.00      0.00      0.00     98.97
03:25:13 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:13 PM       6      0.00      0.00      0.99      0.00      0.00     99.01
03:25:13 PM       7      1.00      0.00      0.00      0.00      0.00     99.00

03:25:13 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:14 PM     all      0.13      0.00      0.25      0.00      0.00     99.62
03:25:14 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:14 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:14 PM       2      0.00      0.00      1.01      0.00      0.00     98.99
03:25:14 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:14 PM       4      0.00      0.00      1.03      0.00      0.00     98.97
03:25:14 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:14 PM       6      0.00      0.00      1.00      0.00      0.00     99.00
03:25:14 PM       7      0.98      0.00      0.98      0.00      0.00     98.04

03:25:14 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:15 PM     all      0.25      0.00      0.38      0.00      0.00     99.37
03:25:15 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:15 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:15 PM       2      0.99      0.00      0.99      0.00      0.00     98.02
03:25:15 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:15 PM       4      0.00      0.00      1.03      0.00      0.00     98.97
03:25:15 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:15 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:15 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:15 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:16 PM     all      0.37      0.00      0.75      0.00      0.00     98.88
03:25:16 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:16 PM       1      1.00      0.00      0.00      0.00      0.00     99.00
03:25:16 PM       2      1.00      0.00      1.00      0.00      0.00     98.00
03:25:16 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:16 PM       4      0.00      0.00      3.03      0.00      0.00     96.97
03:25:16 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:16 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:16 PM       7      0.98      0.00      1.96      0.00      0.00     97.06

03:25:16 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:17 PM     all      0.38      0.00      0.13      0.00      0.00     99.50
03:25:17 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:17 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:17 PM       2      1.96      0.00      0.98      0.00      0.00     97.06
03:25:17 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:17 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
03:25:17 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:17 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:17 PM       7      0.98      0.00      0.98      0.00      0.00     98.04

03:25:17 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:18 PM     all      0.38      0.00      0.38      0.13      0.00     99.12
03:25:18 PM       0      0.00      0.00      0.00      1.00      0.00     99.00
03:25:18 PM       1      0.99      0.00      0.00      0.00      0.00     99.01
03:25:18 PM       2      0.00      0.00      1.00      0.00      0.00     99.00
03:25:18 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:18 PM       4      0.00      0.00      1.03      0.00      0.00     98.97
03:25:18 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:18 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:18 PM       7      1.00      0.00      0.00      0.00      0.00     99.00

03:25:18 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
